User,Gender,Level,Message
猫不易没猫病,保密,5,希望b站不要优酷，爱奇艺，腾讯视频化，全是极度商业毫无营养的烂娱媒。中国已经多到过剩了，不缺b站一家
西遇记,保密,4,B站硬币超发膨胀严重，晚会的目的是回收硬币[微笑]
添霜,男,5,各位老师就不吹了，都是殿堂级别，国宝级的，最值得赞赏的是这些up主，真的太顶了，说不逊色是夸到天上了，最起码，也足够精彩，不是他们不够好，主要是这次来的都太强了……真的就是盛宴，还有就是b站这个舞台，真的太棒了，很多地方的舞台设计，加分太多太多，真的是为我们下了功夫，感谢b站
北海小豆包,保密,5,看了重播才发现，我高估了卫视，低估了B站。个人认为跨年目的都是迎接明年，展现希望。无论是唱土嗨还是唱美声，都有感染力，都会引起共鸣，但是所有的节目拼凑在一起应该展现出一个共同的主题，晚会要的不仅是独秀，而是群英。B站的好是让我听完觉得这就是我的青春，有童年，有未来，有现在！
祝你心想事成,保密,5,大家看我ID!!!!!!
圆滚の死宅,男,5,不是我说，这是小破站办办的最差的一届跨年晚会，希望明年再接再厉，办得更好[doge]
lh温酒斩华雄,女,4,今天晚上对于B站用户来说，所有的节目都能引起回忆和感叹。节目选的真好，小破站的第一年而已，以后会越来越好。没请很多流量明星，却能留住一大批观众。真的棒，会越来越好！（兔子出来直接爆哭）[2020]
王月清,女,4,实话说在微博上看了各大卫视和b站的晚会cut比较了之后，才被吸引过来看的，真的效果巨棒，而且和大家一起刷弹幕还有满屏飘过的礼物心情无比激动，在紧张的期末复习时真的有种过节的热闹和感动。最早的号是2016年的，那么新的一年，2020也要一起走呀，我爱小破站！[2020][打call][打call][打call]
神夜无殇,男,5,看到那些说2019退站2020回来的，不要给我面子往死里打越狠越好！！！[2233娘_怒]
凝雪寒霜,男,4,我愿称B站这次晚会为最强 多元文化碰撞 各个up主艺人表演都非常惊艳震撼 尤其是五月天压轴唱了那么久 以最后一首《干杯》结尾，台词真的句句入我心 快要哭出来了！太感动了！！！感谢五月天！！！感谢所有艺人及up主！！！感谢B站！！！[大哭][大哭][大哭][打call][打call][打call]
黑糖爱白糖,男,4,第一次在b站上面看b站的首次跨年晚会，ki磨叽，斯巴拉西，ki磨叽[2020]
98792530640_bili,女,3,"我也来发一个(应该是没人看)!我玩b站的时间很短，就从2019年那个暑假开始的。因为性格等等各方面原因，我是一个在现实生活中存在感超低的人，不习惯与别人交心，甚至之前有过抑郁症。
来到到b站之后，突然有了归属感，挺好看。我爱b站!我喜欢上b站是因为这里有许多与我兴趣相同的人，我爱上b站是因为b站对于豫章书院事件的处理。当我知道只有b站还没有压热搜的时候我真想说一句“小破站牛逼”!
在此，祝大家新的一年平安喜乐！
顺祝时祺。"
天使人行道,保密,5,"很高兴和大家一起在b站跨年，没有B站的晚会，这一夜不会这么有意思。[微笑]
2019完结撒花，2020再度起航。[支持]
老爸老妈，身体健康，万事如意，依旧（19）爱您（20） 。
最后，新年快乐。[2020]"
小酒酹,男,4,从此以后这里叫b站卫视[doge]
MrGNR,保密,5,有一说一，听邓紫棋live没什么意义，跟唱片一模一样[妙啊]
小破站帐号叒丢了,保密,2,"戴荃真的要我命，前一秒闭眼唱词眉间一紧一舒深浸歌词，下一秒扇子一合一顿咬唇笑起，眼神一转明亮亮似嗔怪又似顽来得志扭身就走，少年气十足，魂都跟着勾没了，一套动作行云流水，恰似一股误入浊世，抬眼便知是留不住的倜傥清风。
万物尽风流啊，我落笔也成章。眉间是云淡风轻，眼中却悄悄搪揣深情。"
这么可爱这么乖,保密,4,"提词器真的。。。太高了
高到广权蜀黍都翻白眼了
提词器的锅"
宵征丶,女,5,最后五月天太燃了吧，激动的我想从被窝里爬起来叫上全宿舍一起深夜去跑两公里。
我大黑狗万岁,男,4,嗯？评分9.8？有内鬼！停止交易！
桔柯,女,5,突然想起之前在微博上看到有参加录制的人说，在五月天唱离表的时候，观众跳得很嗨，工作人员有点慌，跑过来喊你们不要再跳了，台子不结实！刚喊完，台上阿信:jump！everybody jump！然后大家跳得更嗨了哈哈哈哈哈哈哈笑死
子珮子,男,3,虽然我们钱没卫视多，但真得花到制作的刀刃上了，乐器与舞美真是硬核
寒冬雪夜_,男,5,你好快啊[蛆音娘_滑稽]有一说一，b站第一届跨年晚会做的是真的好[小A和小B_撒花]
BZ兵者,保密,4,超爱邓紫棋[doge]
痴狂小呆呆,保密,4,大年底的，给我来个限速[囧][囧][囧]害得晚上手机受罪！就和桌子碰了一小下！最最最重要的一点是，我特么放跑了好几个大奖，都是我的啊啊啊啊(破音)[妙啊][2020][蛆音娘_哭泣][蛆音娘_哭泣][蛆音娘_哭泣]
承蜩老丈,男,5,"b站跨年晚会上洛天依使用的是AR，即增强现实技术，现场观众只能通过大屏幕才能看见在台上和方锦龙大师共同表演的洛天依。
以下为补充说明
虚拟歌姬的公众演出通常有两种形式，一种是（伪）全息，另一种就是AR。主办方会根据现场情况来决定使用哪一种形式。
全息演出时，对舞台光源，观众视线角度等都有特定要求，还需要有特定的设备如全息膜等，准备过程比较琐碎繁杂，通常只会在大型演唱会中使用。
而AR演出时，只需要在表演前制作模型背景等，演出时直接输出就行，通常应用在电视节目中。
这次b站跨年晚会是提前录制好的，主要服务人群是网友，所以并无必要使用全息。
其实全息与AR非常容易分辨，AR中的虚拟歌姬在舞台上活动的范围更大，而全息演出中的非常小，这是由全息膜的局限性导致的"
Giraffe盒子君,女,4,看到很多小伙伴们拿bilibili和央视春晚对比，其实是不需要对比的，b站知道用户喜欢什么，能迎合年轻人的口味，央视作为最具国家代表性的电视台，必须迎合全年龄段的综合口味，就光凭西洋乐器的演奏和日语歌演唱就不会像b站这么兴师动众，所以真的没必要踩一捧一啦
Bee-Go,男,5,创新，多元，高质量，高互动，传统与流行的融合，这才是一场晚会！
三步鸭,男,4,"小破站的晚会弄的特别好！

我看到有部分人因为晚会上的广告而去杠，小破站虽然不穷，但是也不富呀，这个晚会内容这么庞大要是小破站单独把经费全抗了的话…

还有一件让我很生气的事情，我是直播回放都看过的，在直播中全程的弹幕，大家都是热热闹闹，在嘉宾出场前热烈欢迎的；但在回放部分片段中，我见识到了什么是“键盘侠”，他们就因为不认某个嘉宾，嘉宾的表演没有前面的表演精彩而去“开键”，这是让我很不理解的。

最后，（小破站的晚会弄的真的特别的好！）我祝大家平平安安，家庭幸福，工作顺利，学业有成！"
喵缪喵呜,保密,4,"B站的跨年晚会，完美的诠释了雅俗共赏，中外结合，二次与三次的碰撞！越看越上头，理查德克莱德曼弹奏一出来感觉心灵得到了救赎！这么多年了，终于找到了适合看的晚会！
方锦龙老师nb！！！！
交响乐团nb！！！！
小破站nb！！！！
太感动了！"
blackstarsir,男,3,淦！手办成精了吴亦凡[微笑]
辽东布衣,保密,6,逛了一圈还是我小B站有排面啊！
鸿钧噜啦啦,保密,5,B站的这个女主持是真的请的好，担得住这种活泼的氛围，又不失庄重
公孙老白,保密,5,我十分想在这个舞台上看见霹雳布袋戏
歌九心,保密,5,今年围观了很多鬼才策划，但这个晚会的策划才是真鬼才。感觉混各圈的观众都会觉得这波不亏吧，追番的，追剧的，追星的，玩游戏的，国风、摇滚、老年迪斯科、音乐会，就是单纯过来看颜值的也有看到。加上小品相声难忘今宵这不就春晚了么……麻瓜巫师守夜者都兼顾了
余额不足的湛风丶,男,5,又是一个年更UP[蛆音娘_扶额]
哈奇么吗喜帖,男,5,周深的演唱、方锦龙大师的&#34;全炮&#34;式演奏感染力拉满[小电视_太太喜欢]
腹黑的柏拉图,男,3,这个女主持人如果我没记错的话应该是观察者网的主持人[微笑]
莫相知的故事,保密,5,"退站了

可能是累了吧，也可能是逐渐对这个网站丧失了兴趣。
已经没有闲情逸致点开网站了。
仔细想了想，大概是需要一些短暂的休息，到了暂时退坑的时候。
月有阴晴圆缺，也许我今年再也不会点开网站了。
谢谢大家陪我那么久，跟你们在一起的日子很开心。
很遗憾，我今天晚上就要退站了，明年[2020]再回来，如果那时候你们还在，我们再续前缘。
没想到自己也有这么一天。
那么，各位明年[2020]再见！[滑稽][doge][妙啊]，复制粘贴，尝试干过一楼"
泡沫弹,女,4,这场晚会为什么会被大家觉得是完爆其它各个电视台的晚会呢？原因很简单，因为这场晚会，是真真正正属于我们Ｂ战用户的，是真真正正让我们感受Ｂ战文化的。说真的，这不单单是给我的一场晚会，也是给Ｂ站的，Ｂ站的策划们肯定是回顾了整个b战的历程才能做出这样的晚会的。看这场晚会，能明白这场晚会的，一定一定都是真真正正的站内人，它让我感受到了一开始加入b战那种感觉，那种“小众化”的快感。这场晚会为什么让人惊喜，就是让大家又一次get到了当年那一个个感觉，一个个点。字数太多了，就快超过限制了，码字不易，求顶。
爱打伞的下雨天,保密,4,"这么多年，看了这么多的跨年晚会，我是万万没想到，我可以在B站和各位神仙，大佬们一起跨年，这是本人的荣幸，我很开心有这么多和我一样有趣的人，有趣的灵魂！
谢谢B站的各位，新年快乐啊！！！"
氡,男,5,你嘛时候成为视屏网站第一？就在今天就在今天
降E大调第三交响曲,保密,5,如果你生于1985到1998年之间，请记得你的霍格沃兹入学通知书之所以没寄到是因为伏地魔抹去了政府文件中这期间出生的麻瓜巫师记录。— —JK.罗琳
孝文王俞,男,5,"吸取[2020]年的霉运[doge]
[黑洞]
 ↓"
bling丶一闪,女,6,光阴似箭 日月如梭 时间过得真快 还有365就要跨年了 感觉上次跨年就在昨天呢[小电视_笑]
国家指定小百灵守护者,保密,5,那么多视频网站，一直觉得充得最值的会员就是b站的，不忘初心，无论是视频还是越来越多的其他元素，希望你们能这样越来越好，我是每天都用b站的，已经好几年了，爱你小破站，感谢你带给我的一千多个美好睡前时光[请吃红小豆吧！_么么][请吃红小豆吧！_么么][请吃红小豆吧！_么么]
Ninetya,保密,5,B站是真的做到了雅俗共赏 就凭这一点 我吹爆 这也是我第一次看跨年晚会
刺猬初一,女,4,周深是神仙我哭了T﹏T我家崽怎么那么棒！！！我听哭了
自闭轩酱,保密,4,"说一下观后感，说实话出乎我的意料的好，我以为会跟别的平台一样叫些出名的up主糊弄过去。可以说是很用心了。不过主办方有一点疏忽了，提词器可能太高了权叔主持一直白眼也是挺辛苦的了[笑哭]
然后要说的一点是弹幕。
冯提莫出来的时候有些弹幕是真的恶臭，从出场开始刷下个节目见的已经算好的了。
后面开始说唱功，换头，连把身高拿出来黑的都有了。？？exm？"
